Tweet,Target,Stance
"Joe Biden has been a stalwart champion of LGBTQ rights. Votes he took earlier in his career can be pointed out, sure, but he evolved and became a champion of equality. That can't be denied. #DemocraticDebate",Joe Biden,FAVOR
"@MittRomney I hate to say it, but you are a turncoat. I voted for you on 2012. Oh my. Do you like Biden or is this just sour grapes. Just stop tearing down #POTUS45",Joe Biden,AGAINST
"So what youre trying to say is @JoeBiden is going to have affair with a filmmaker and then subsequently be indicted for campaign finance violations, never to be heard from again...and @BetoORourke is going to be President",Joe Biden,FAVOR
"Madonna Changes Lyrics to Holiday, Bizarrely Sings of Assassination in Front of Her Children #joebiden #madonna #G7@potus be safe via @gatewaypundit",Joe Biden,AGAINST
#Biden is such a perv! He literally can't stop himself from inappropriately touching people.,Joe Biden,AGAINST
I wish the ones in power had the balls to stand up to pedophiles in Congress. What ever happened to #LockHerUp? Realize that #Politicians say anything they to get elected and then spend the next four year playing #Victim #Biden is a pedo and nothing seems to matter,Joe Biden,AGAINST
"What the hell! Crazy uncle @JoeBiden, nope America is sick and tired of your whining. Just shut up be a faithful witness to #MAGA winning.",Joe Biden,AGAINST
"Tonight, #joebiden: said he will NEVER deport anyone, will BAN oil drilling and fracking, and will KILL the Hyde Amendment... Good grief. #DemocraticDebate #DemDebate",Joe Biden,FAVOR
"JoeBiden gained 4,450 Twitter followers in the last 6 hours, for a 0.1018% increase, with a current count of 4,373,039 followers. #2020election",Joe Biden,FAVOR
New Report Details Joe Biden Campaigns 2020 Strategy Of Staying In Hiding Place #USPolitics,Joe Biden,FAVOR
"For heavens sake.If @JoeBiden really believes a full USG and public-private partnership press isnt already ongoing, suggest he call the #WhiteHouse. Imagine setting aside campaign noise for #OneTeamOneFight. Imagine the fear he could reduce. Empathy action",Joe Biden,AGAINST
#DemDebate #DemocraticDebate #ClownWorld #Biden talks about all the gun bans that stopped all the school shooting,Joe Biden,FAVOR
"#TheFive Im with Emily, Joe Biden does nothing for me. He reminds me of a smooth talking womanizer. He is also too feely with young girls and woman. He really is #CreepyJoeBiden. IMO",Joe Biden,AGAINST
"You mean like, Nancy Pelosi, Chuck Schumer, Elizabeth Warren, Joe Biden, Hunter Biden, Adam Schiff, etc, etc, etc? There is no way you can judge someone else without being judged yourself. We are none perfect. Only God for sure knows the human heart.",Joe Biden,NONE
Biden probably shouldnt expect an endorsement from his best friend after this. #JoeBiden,Joe Biden,AGAINST
"Apparently, it's okay to make fun of Biden stuttering as long as you falsely accuse him of making fun of a stuttering kid. Some people are so despicable. #JoeBiden #DemDebate #DemocraticDebate",Joe Biden,FAVOR
"GET THE JOE BIDEN SUPPORTER WINDOWS APP. Listen to Biden's Speeches, View his website and more @dwjackson88 @JoeBiden @TeamJoe #2020Election #Democrats #President #USA",Joe Biden,FAVOR
"With a Biden win of major #PrimaryElection states Tuesday, he's all but locked the nomination. Moderates Klobuchar, Booker, Yang, Harris, and Buttigieg have gone all in on Biden. Waiting on Warren to solidify the left flank. #SuperTuesday2 #Election2020",Joe Biden,NONE
"I feel shell shocked! Did Kavanaugh and Republican Senators just declare war on women and Democrats? This is scary, seriously scary #GOP #KavanaughConfirmation #RachelMaddow #LindseyGraham #JoeBiden",Joe Biden,FAVOR
Maybe you could turn the building into a coding school? @JoeBiden says anyone can learn to code.,Joe Biden,NONE
"@JoeBiden anyone who sells out their party $200k to get a gop asshole elected, will never get my support. DO NOT RUN, stick to being a greedy shill!",Joe Biden,AGAINST
"Well Bill, why dont you investigate it? So far, all you is hearsay. Oh, and dont forget to look into the business dealings of @JoeBiden and his son. #JoeBiden @TheDemocrats #Democrats",Joe Biden,AGAINST
Id be on board with him. Love Joe. Trust him with my life. @JoeBiden,Joe Biden,FAVOR
What's a matter of Biden are you afraid of getting found out too! I'm sure you and Obama knew what was going on in the White House shame on you!,Joe Biden,AGAINST
"WHY @JoeBiden CANT BE PRESIDENT: when asked about income inequality he says Give me a break. WE NEED COURAGEOUS THINKING, NOT JOE BIDENS BUSINESS-AS-USUAL CORPORATOCRACY.",Joe Biden,AGAINST
LMAO. Julian Castro couldn't help warren get latino votes in Texas. The skill set of Uncle Chuck cannot just fall into the hands of anyone. Chuck could potentially help elect a progressive Latino as a governor or a senator perhaps. Nobody can save Joe biden.,Joe Biden,AGAINST
With all the decades of you being nothing but a career politician @JoeBiden has done nothing to preventvwhats occuring now . Own it #JoeBiden and @BarackObama,Joe Biden,AGAINST
Retweeted Joe Biden (@JoeBiden): Its not how a president should speak. Its not how a president should behave....,Joe Biden,AGAINST
"#Biden is not getting any younger, looks like an endorsement for .@ewarren is coming.",Joe Biden,NONE
"There is a lot of stuff to hate @HillaryClinton @BarackObama and @JoeBiden for why do you choose the one thing based entirely in tin-foil hat level conspiracy? If you seek to destroy your enemies, why not use attacks based in factual, well documented, evidence?",Joe Biden,AGAINST
"In keeping with tradition, US brazenly deploys its anti-communist paradigm through propaganda and destruction to drive its economic agenda, but on its own people. A premeditated political coup to promote resumption of business-class democracy. #JoeBiden #Elections2020 #coup",Joe Biden,FAVOR
Why is everyone missing the point of her message? I stand by her statement. TRY and Impeach @POTUS for some BS @JoeBiden did for his son?? You all have lost your collective mind's and ability to discern fact from fiction.. Your in your own twilight zone. Open your eyes..,Joe Biden,AGAINST
Way to go #JoeBiden you must be a real Chinese inside...or an alien who wants to destroy America.,Joe Biden,AGAINST
@JoeBiden Merry Christmas to you Joe and your family. Enjoy!,Joe Biden,FAVOR
"Got that call from CAA, eh Sharon? They are getting so desperate they are bringing out people who haven't been relevant since the 90s. Don't make me post pictures of you and Weinstein. Or as @JoeBiden likes to say to his women...shush! #CAAshill #irrelevant #Elections2020",Joe Biden,AGAINST
"Do not kid yourself. The only person @JoeBiden likes is @JoeBiden! He is, and has always been, a complete fraud! His cerebral hemorrhages have served only to exacerbate his nastiness. If you ever meet him in person, you will understand.",Joe Biden,AGAINST
"#SandyHook. Not #Parkland. Seven such errors in 24 hours. From the candidate who has the lightest campaign schedule in history you all know the actual presidency is harder, right? #Biden mistakenly says he was VP during 2018 Parkland shooting",Joe Biden,AGAINST
"@JoeBiden just endorsed the prior mayor of Massacutes for POTUS 2020. Yup, the former mayor! #DumbAss. He didn't mention @SenWarren",Joe Biden,AGAINST
"lol, drop out and retire, Joe. You should be happy Obama made you VP bc that's more than you should've ever received in your entire miserable career.",Joe Biden,AGAINST
@joekennedy your family name wont do it for you now days. Your #generation isnt taught about #history. Have a #TidePod and do us favor. #Kennedy #not,Joe Biden,NONE
@JoeBiden Say it aint so Joe America needs to go forward not further backward. #GreenNewDeal #Medicare4All,Joe Biden,AGAINST
The only jobs @JoeBiden knows about are the ones he gets for his unqualified son. The guy has no original ideas. #PollThePeople #PresidentYang,Joe Biden,AGAINST
I see this being referred to in twitter as a ~BOOM~ Get it while it's hot before they shut it down. Link to all the #BidenTapes on YouTube. #Biden,Joe Biden,AGAINST
Joe Biden upset as Obama talks to other Dem 2020 candidates: reports @BarackObama @JoeBiden @TheDemocrats,Joe Biden,AGAINST
Hey remember that time you threatened Poroshenko to fire Shokin?? Good times..#JoeBiden #onvideoliterally #imf,Joe Biden,AGAINST
"Retweeted Ed Krassenstein (@EdKrassen): JUST IN! @JoeBiden says that in the lead-up to the 2016 election,...",Joe Biden,FAVOR
"For Harris and the others, they need to be Brutus and his coconspirators to Biden's Caesar. Take. Him. Down. Many will not have a chance to do so after tonight so this strike is crucial. #DemocraticDebate #DemDebates #CNNDebate",Joe Biden,AGAINST
"Oh my! White skin is the new Democrat target. Ready set shoot - aim. Why on earth are the White Democrats attempting to start the White skin demise. They have turned on themselves! STOP THIS INSANITY, YOU ARE NOT THINKING! @JoeBiden @VPJoeBiden1 @SpeakerPelosi @LeaderHoyer",Joe Biden,AGAINST
"Former Vice President @JoeBiden wipes a tear while giving a tribute during memorial service for Sen. #John McCain at North #Phoenix #Baptist #Church, Phoenix, #Arizona ... #McCainMemorial",Joe Biden,FAVOR
#Democrats can't win #Election2020 if they stick with MSM narrative. -US economy surprise growth even with govt shutdown 1st quarter. -Climate change doesn't win elections. -Biden gropes kids and is an older white man in a party pushing anti-white rhetoric. -Post-birth abortions.,Joe Biden,AGAINST
"#JoeBiden @JRubinBlogger am a great admirer of yours but the #GOP you speak of was all talk,words without meaning, spew conservative, small govt, various and sundry bullshit-as it reduce taxes for the rich, spend like drunken fools-then scream debt/deficient when out of power",Joe Biden,NONE
Delighted and honored to have the endorsement of @JoeBiden in the race for #IL14!,Joe Biden,FAVOR
"@JoeBiden when tweeting, please tell us how you'll make a difference, versus what someone is doing wrong. Rise above the current administration. Be the Leader, leader your campaign, earn my vote!",Joe Biden,AGAINST
"Happy Birthday @JoeBiden , I Hope You Have A Great Day &amp; A Super New Year: Biden For President In 2020; Cheers To You @JanePowellpr",Joe Biden,FAVOR
"How did Joe Bidens son get paid $50,000.00 a month working for a Ukrainian oil company he wasnt qualified to do. #JoeBiden needs to answer questions about the obvious nepotism that was going on with him and his family. We need to know what other favors hes done for his family.",Joe Biden,AGAINST
#Biden confronts hecklers shouting 'pervert' and 'quid pro Joe' at campaign event,Joe Biden,FAVOR
#Biden IS on video inappropriately touching &amp; sniffing numerous female children (who look very uncomfortable). You can't deny that &amp; there is no defense to it. Period. Part 1:,Joe Biden,AGAINST
"Who do you think is going to be Biden's VP choice -- Stacey Abrams, Amy Klobuchar, Kamala Harris or Jack the Ripper? #DemDebate2020 #DemocraticDebate",Joe Biden,FAVOR
They are being produced and the governors are responsible to order them. Another Biden lie. Just like the lie he told claiming the USA turned down test kits from the WHO.,Joe Biden,AGAINST
Got to love the folks who blindly jump on me #JoeBiden bandwagon. He was the most corrupt VP in the last 100 years. Using his office to enrich himself and his family using his son's shady business dealings with China and the Ukraine to do so.,Joe Biden,AGAINST
Joe Biden Is the Forrest Gump of the Democratic Partys Rightward Turn @JOEBIDEN,Joe Biden,AGAINST
@JoeBiden #Biden Joe : Do you have a close relationship with George Soros ?,Joe Biden,NONE
"We dont need perfect. We need good, and @JoeBiden is a good man.",Joe Biden,FAVOR
"To AppSame Creepy Joe is a serial groper, that makes for a great president Doesn't it? This whole dirty democrat Party is a joke.",Joe Biden,AGAINST
"Joe; Accept ALL the press coverage you can, Use it to do RIGHT. It may help repair your legacy of quietly sitting on the sideline for 8-10 yrs, while the O-Admin. worked to compromise our Democracy. Nor was it our mother's Democratic Party, either. You didn't speak out then. WHY?",Joe Biden,AGAINST
"In conversation with @JoeBiden, @nick_clegg expresses doubt that the world would be able to mobilize the kind of collective action it marshaled a decade ago were a financial crisis of comparable magnitude to occur today. @perryworldhouse #GlobalOrder",Joe Biden,NONE
"Yeah @Newsom is trying to protect Californians... the job you were supposed to do remember?! If you dont know how to lead get out of the way and let him do your job and his. #JoeBiden2020, #BlueWave",Joe Biden,FAVOR
Biden is starting to sound like that salty principal who rationalizes everything with because Ive been doing this forever... #DemocraticDebate,Joe Biden,AGAINST
"Joe, I no longer believe in Congress doing anything anymore.",Joe Biden,FAVOR
"Btw..#SleepyJoe is planning to cure cancer and Alzheimers So, we have that.",Joe Biden,AGAINST
"What happened to #Epstein? Known lizard/human hybrid Joe #Biden saw a fly on his neck when he went to visit, and accidentally strangled him when he tried to #slurp it off! #BidenIsALizard",Joe Biden,AGAINST
"Never in my life would I think I would say this, but if you run Joe, I will vote for you. You seem to be the only one who can stand toe to toe with this idiot loudmouth in the White House now. Please do it Joe! We need decency again in America.",Joe Biden,FAVOR
"Thank you, Vice President Joe Biden. Your support for women has always been appreciated! I hope we will hear an announcement from you, very soon!",Joe Biden,FAVOR
@SenatorBennet @JoeBiden OMG I have a new Hero! Please get on a ticket with Papa Joe!,Joe Biden,FAVOR
We need to do more for our #Veterans . I'm appalled at the #Dems when illegals come before the men and women who sacrifice their lives for our country and come home broken in Body heart and soul. I'm In tears we just lost another one.. Rest in peace Joe carter..,Joe Biden,NONE
"@JoeBiden the race card doesn't work anymore Joe, the American people see right through that BS now",Joe Biden,AGAINST
I think #Biden could win on honor and kindness alone. All of the other details may not matter at all.,Joe Biden,FAVOR
"We need more chaotic good In our world @BarackObama, @JoeBiden , @OpTheResistance and less of the lawful evil floating around",Joe Biden,FAVOR
"This is almost unbelievable if it werent believable. Speechless. #voteblue make that fucking blue wave!!! if anyone needs a ride to vote, I will volunteer to haul your ass to the polls!! #byedon #Biden",Joe Biden,FAVOR
That looks like @JoeBiden hand we all know he likes little girls,Joe Biden,FAVOR
One year ago today @JoeBiden took a selfie with my phone.. still shook,Joe Biden,FAVOR
"The second Hunter Biden cashed his first $83,000.00 check his Vice President father took a bribe.",Joe Biden,AGAINST
It's really amazing how we went from the most diverse field of Democratic candidates ever to two white men in their late 70s with anger management issues. Good job everyone! #SuperTuesday #IDoNotLikeJoeBiden,Joe Biden,AGAINST
"Thanks @JoeBiden for all you do, for the inspiration and for mentioning us Nurses and our practice...wings here on Earth too! #nurses #NPsLead",Joe Biden,FAVOR
@CNN @MSNBC #MSM you are all pushing a spun narrative against #JoeBiden SHAME ON YOU! You are letting #Warren get away w/ spinning what he said in this statement as an attack on WOMEN! SHAME ON YOU! So 2016.,Joe Biden,FAVOR
"Robert is mad at himself because he sniffs cat litter. Also, don't ask him about #Biden",Joe Biden,FAVOR
Former #Ukrainian Minister Alleges #Biden Family Received $12 Million Kickback for Killing London Criminal Probe More Headlines:,Joe Biden,AGAINST
That's wacked. This guy has too many friends in the GOP. #JoeBiden will compromise away things that progressives believe in. He cannot be our next president.,Joe Biden,AGAINST
"@BarackObama selected him because of his ability to reach across the aisle, not in lieu of it. @JoeBiden may be the answer, but only after he becomes answerable to himself. Certainly, I understand the need to compromise in the process of change, but change has left him behind.",Joe Biden,AGAINST
Joe Biden was staring to answer a question about dealing with setbacks in his life when protesters interjected. George Stephanopoulos started with the former veep in posing the question to the candidates: Whats the most sig ... #Election2020,Joe Biden,FAVOR
Lookout Joe. There's a guy with the sniffles blowing his nose next to you. #COVID19 #DemocraticDebate,Joe Biden,AGAINST
The Real Story is the Bidens and their now outed roles in Oil Payments to Hunter. And VP Bidens threats to the Ukrainian Government to fire a Prosecutor Investigating Hunter; or Lose US Aid!! Thats the subject of HEARINGS IN THE SENATE!! If Senator Graham has any ! #Biden,Joe Biden,AGAINST
Hear hear! You cannot force me to accept #biden as my candidate. Give me a progressive or loose my vote!,Joe Biden,AGAINST
"I don't know where you get your data from, but our @EversourceCT bill spiked by a cent per kWh, which in the middle of winter is what @JoeBiden would call a big f-ing deal",Joe Biden,AGAINST
Joe back to the basement Joe. During your 8 years as vice president we had a horrible economy. You have no right to say anything about economic gains......,Joe Biden,AGAINST
@TeamPelosi @SenSchumer @SenKamalaHarris @SenWarren @JoeBiden please read and educate yourselves on why we need a border wall. #BorderWall,Joe Biden,FAVOR
"Millions believed in Obama's promise of hope, then watched the Dems bail out Wall Street, placate the GOP, rather than fighting. Don't push #Biden without acknowledging failures that brought us here,, laying out what will be different.",Joe Biden,AGAINST
Good grief .@JoeBiden Do you understand how stupid you look? #FactsFirst Buy a Shotgun Joe Biden Lying AR-15 #BuzzVideo,Joe Biden,AGAINST
"Watch ""Lean On Me- Bill Withers (Lyrics)"" on YouTube a little more of this is needed right now I think! @SenWarren @BetoORourke @KamalaHarris @CoryBooker @AOC @RepMaxineWaters @BarackObama @MichelleObama @JoeBiden just understand that change takes",Joe Biden,FAVOR
@JoeBiden Id bet u would love to b at the border to cuddle the little girls wouldnt u.? Signs of a pervert r there dont let ur kids close to this perv.,Joe Biden,AGAINST
@JoeBiden uses divisive language and praises actions that divide the country against itself. #WellDoneJoeBiden #WakeUpAmerica #2020Elections,Joe Biden,FAVOR
"What #Biden said! We've learned in the last two years it doesn't take much to awaken hate, to bring those folks out from under the rocks. That part of American society has always been there, will always be there, but has been legitimized. #MLK",Joe Biden,NONE
@JoeBiden this would be a good time for you to speak up about the value of and need for an FBI investigation,Joe Biden,FAVOR
"Credit to @JoeBiden, who Tweeted some sympathy minutes after this Tweet. Sadly, not a single Republican seems to know or care (except our @ananavarro) Not even the woke ones like Stefanik, Kasich, Flake, Hogan, Baker, Meghan McCain, Crenshaw, Scott, Haley, Kristol. Just AWOL.",Joe Biden,FAVOR
"I'd like to place a bet on those odds. I've looked too deep into that dark world. They're just scratching the surface with one #Ukraine phone call. It's way more than #Biden. #Russia is just trying to prevent him from being the #frontrunner. So, let's find one they can't touch.",Joe Biden,AGAINST
"#SundayThoughts '#Rotten #Peter' Looks like the Apple doesn't fall far from the tree...#DEMOCRATS #Biden , Kerry &amp; #Pelosi all had sons profiting on Burisma board! UK British intelligence reveals U.S Ties To Ukraine Burisma Corruption &amp; missing millions!",Joe Biden,FAVOR
Joe cant even think clearly let alone make good judgement calls and speak coherently.,Joe Biden,FAVOR
Aww come on just take my money and be President already @JoeBiden,Joe Biden,FAVOR
".@ChrisCoons is fighting for the vote by mail scam in the state of Delaware, they already have set up our Presidential primary as a win for Sleepy Joe Biden as he hides in his basement. Save our elections! #NoVoteByMail! And vote Coons OUT!",Joe Biden,AGAINST
"No, you're right. His behavior is creepy af, and its astonishing anyone would protect him. Disgusting. #JoeBiden #gropeyjoe",Joe Biden,AGAINST
Thank u Joe Biden. This needs stopped on these poor medically sick people to get them out in 33 days. Why doesnt congress do something? @JoeBiden,Joe Biden,FAVOR
"Thread by @ClimateAudit: Bloomberg reported that at the time Biden made his ultimatum [to fire prosecutor], the probe into the company -- Burisma Holdings, owned by [] .... Why did #JoeBiden visit Ukraine Jan 17, 2017? Three days before T took office",Joe Biden,AGAINST
"Where is all the outrage for Eric Swalwell's preparing for the debate by digging up that old quote of Biden's, then selling the quote on his campaign site? Gee, I wonder why he gets away with this (a perfectly normal debate & campaign merch strategy, btw) while KH is criticized.",Joe Biden,NONE
"Why @JoeBiden 's own locker room talk does more harm than good - Joe Stay Home, Don't Run In 2020. Please!",Joe Biden,AGAINST
Don't lump Biden into this. You know what his values are.,Joe Biden,FAVOR
Dude... AND ITS BIDENS BIRTHDAY?!?! Maybe thats what was up? No one wished him a happy birthday? #DemocraticDebate,Joe Biden,NONE
@JoeBiden Here now Mr.Biden. My Grandfather is laid to rest here as well..,Joe Biden,NONE
Ask @JoeBiden hes an expert &amp; can help you understand,Joe Biden,FAVOR
1) He didn't run before #SuperTuesday so he had no momentum as compared to Biden. 2) There were still more progressives in the race than moderates.,Joe Biden,FAVOR
"And first to go to law school, first to be elected to city council, first to Senate for 36 years, and first to be elected and re-elected to Vice Presidency. And along the way was kind and made thousands of friends around the world bec he treated ppl with respect. Thats @JoeBiden",Joe Biden,FAVOR
I believe that assuming black folks dont have an ID is one of the most racists statements Ive ever heard. @JoeBiden #VoterID,Joe Biden,AGAINST
If you can't see the irony in posting about Joe Biden being a sexual predator then there is no chance for you. Diagnosis: Brain dead.,Joe Biden,FAVOR
#JoeBiden is #HillaryTwoPointO Not really campaigning among voters only #Donors at fundraising events. Good or bad strategy? We will see.,Joe Biden,FAVOR
Regarding Student Debt - plz have your finance people analyse this: @JoeBiden @DrBiden,Joe Biden,NONE
Joe Biden was a very good Vice President. That should be his last political office. The time of old white men needs to be over.,Joe Biden,AGAINST
@JoeBiden should also challenge her flip flop position on body cams and ICE. Lots there to fight if he chooses to. I feel his team is not doing their job.,Joe Biden,FAVOR
#Media does not want you to see the video of dummy #JoeBiden literally admitting to quid pro quo......Joe Biden Brags about getting Ukranian Prosecutor Fired,Joe Biden,AGAINST
"Lol cause apparently Joe knows what kind of schedule #POTUS45 should keep instead of tweeting stupidity, joe should shut up cause hes got no clue of what schedule a president should keep",Joe Biden,AGAINST
Another example of why I love Joe!!! Go Cierra go!!!!,Joe Biden,FAVOR
Join our contest and you will be automatically entered for your chance to meet @JoeBiden and top Maryland Democrats at the Maryland Democratic Partys #BlueWave Unity Celebration on June 30th. Enter now! #MDgov #MDpolitics 2/2,Joe Biden,FAVOR
Wow @JoeBiden a man who used to have some Integrity has now joined the ranks of the loony left by accusing Republicans of not wanting blacks to vote. Lying is not becoming of you Uncle Joe. But you're a Democrat so..........,Joe Biden,NONE
It was an obligation: Trey Gowdy says South Carolina voters arent passionate for Biden #2020Elections,Joe Biden,AGAINST
"We will never grow tired of this photo, @JoeBiden. Todays the day. #BeatDuke",Joe Biden,FAVOR
Albeit a very ELEMENTARY sentence at best! I was honestly expecting no more than this from #Biden ...,Joe Biden,AGAINST
"Marital Status has a lot to do with: raising kids, having THE Dad in the home; not in prison; poverty, Home ownership, kids/Mom/Dad criminals, + drugs in home #Democrats target #Black families w/ #Welfare = legal Gov't slaves &amp; #JoeBiden written #Racist #ClintonCrimeBill",Joe Biden,NONE
Biden campaign demands news networks to stop booking Giuliani: report This is how socialist and nazi totalitarian bullies operated and @JoeBiden is blending in with the other democrats who think they can turn America inside out! NO WAY JOSE!,Joe Biden,AGAINST
"I'm surprised we don't hear occasionally about the key role #Biden played in bringing around popular opinion on marriage equality by way of the ""gaffe"" that put his sincere opinion ahead of political calculation.",Joe Biden,FAVOR
"Ha! Ha! @JoeBiden must be talking about the gajillions @BarackObama and @HillaryClinton and, yep, Joe himself, raked in in #DarkMoney. What a patsy.",Joe Biden,AGAINST
"#JoeBiden is the answer...only one with Foreign policy experience...zero Zucker, and real life experience....ready to go Day 1....",Joe Biden,FAVOR
Whos watching our next president #JoeBiden give a speech on the state of our union and #Covid19,Joe Biden,FAVOR
Three important facts 1) Hunter Biden brought into represent a corrupt developer 2) lawfirm = Boies Schiller Flexner LLP (HRC and DNC law firm 3) Joe Biden was on point in Romania. Would love to have seen the envelope that Hunter Biden received from this guy #Corruption #Biden,Joe Biden,AGAINST
"Hey, @DNC @TomPerez - I know you're opposed to an undercard debate, but how about a B-squad debate? @JoeBiden, @SenBennetCO, @MikeBloomberg, @CoryBooker, @SherrodBrown, @GovernorBullock, and @PeteButtigieg? Just think about it.",Joe Biden,NONE
@JoeBiden make your decision now. This country needs leaders willing to boldly lead. If not you endorse someone. Just my humble opinion.,Joe Biden,FAVOR
Turns out he and Pete have a little something in common too. Nothing wrong with that but just thought it is fun to mention. The 80 folks at Joes rally would be very mad at you! Reality and Twitter are very different things.,Joe Biden,AGAINST
"Great words Joe and respect you brutha. But, please....please consider being a mentor to the #Dem2020 candidate. McCain served as mentor; you would be more impactful to our way forward on that role.",Joe Biden,FAVOR
But it's not disheartening that 86 percent of African Americans think their president is racist? It should surprise no one that #Democrats and #Biden consider them beholden to the #DemocraticParty. They've beholden themselves by believing the only other option hates them.,Joe Biden,AGAINST
"""I'm open to whatever they want to do"" for televised debates with @JoeBiden ahead of #Election2020, says @POTUS.",Joe Biden,NONE
The best thing that could happen in 2020 is if #JoeBiden comes to his senses and realizes his time has passed. #notmypresident #TermLimits #noreplay,Joe Biden,AGAINST
Kamala Harris and Biden together will only have more Black voters head for the #DemExit. Between her record and Biden's Crime Bill they have been responsible for the incarceration of 10's of thousands of Black Americans.,Joe Biden,AGAINST
What we want are Americans voting in American elections Creepy Joe. We know you guys have no qualms about cheating. Part of a liberals DNA.,Joe Biden,AGAINST
"Heres my take on this #LucyFlores allegations. We elected a man who grabbed women by the pussy, pay hush money to porn stars... now we want to destroy @JoeBiden for smelling someones hair?? Get real!!",Joe Biden,FAVOR
#JoeBiden FORCED to take responsibility for the debacle of Anita Hill during Clarence Thomas hearings: 'I take responsibility' - ABC News - via @ABC,Joe Biden,AGAINST
.@maddow .@NicolleDWallace .@Lawrence Please cover this nonsense The Intercept is running a dangerous propaganda campaign against #JoeBiden2020. They're backing fake sexual assault allegations. They're promoting a vile narrative of dementia. Same playbook against Hillary2016,Joe Biden,FAVOR
"@JoeBiden Here's the fact, politics, media, entertainment and sports should take a long look at the way they have conducted themselves since the election and STOP THE HATE!",Joe Biden,FAVOR
Joe. I see you've never spent much time in Texas.,Joe Biden,NONE
"Inspiring talk by @DrBiden (a lifelong teacher) to open the ASCD #Empower18 conference. Teaching is more than a job to me, its a calling. Really wish she were our First Lady right now. Just saying. #ascd @ASCD @JoeBiden #edchat #education",Joe Biden,FAVOR
"#Obama #Biden... Simply because you incessantly repeat, 'Scandal Free Obama Presidency' does NOT make it TRUE. As is being REVEALED. (ILLUSORY TRUTH EFFECT works ONLY on IMBECILES and ZOMBIES.)",Joe Biden,AGAINST
"TRENDING: #StaceyAbrams is speculated to be #JoeBidens VP running-mate choice for 2020. Both reportedly had a meeting in Washington, D.C. about Abrams next political move last week according to @axios. Theres no official comment yet, but do you think theyd make a good pair?",Joe Biden,NONE
"White media uses words like ""plague"" referring to Opioids, while ""officials urge people to carry naloxone an overdose reversal drug"" Why not use @JoeBiden racist '94 Crime Bill to mass incarcerate white drug addicts? #ADOS #CutTheCheck #Tangibles2020",Joe Biden,AGAINST
Ady thank you for all of your gifts. Youre an amazing champion for the cause. Biden is a big selfish doodoo head. (Repost because:typos),Joe Biden,FAVOR
Americans moving forward together! Old #JoeBiden has the right 2 run 4 #POTUS. Freidman &amp; people much older created the Green New Deal. Age is not the enemy of Democracy. Socialism is enemy of the people. You not Joe promoting socialists ideas. #CSPAN #Politico #TheEpochTimes,Joe Biden,FAVOR
Then their not a Republican donor their a Democrat Doner @JoeBiden Just like to point that out.,Joe Biden,NONE
#Biden will be sorry he made this comment. #legalizeit is the only way to go. We all know it is the best drug for relief from cancer and so many other diseases. It also costs a ridiculous amount of money to prosecute. #MarijuanaLegal #LegalizeMarijuanaNow,Joe Biden,AGAINST
"I think well start to see real change. I think were going to see the House turn blue and, God-willing, the Senate... it will liberate a lot of Republicans who know better. I am hopeful. @JoeBiden",Joe Biden,FAVOR
#Palin vs Biden - The Barracuda Performs! #debate #joebiden #mccain,Joe Biden,FAVOR
#ICYMI Business efforts of #Biden brother and son prompt new questions over influence peddling,Joe Biden,AGAINST
@JoeBiden You've met with Xi Jinping 25 times. I hope your versions of the meetings are the same as Xi Jinping. The Gresham Treaty of 1894 demonstrates that the US and China do not always agree on the sources of friction.,Joe Biden,AGAINST
#Biden Wants EVERYONE EXCEPT THE KILLERS TO HAVE GUNS! HE Knows WELL that KILLERS DON'T FOLLOW LAWS!,Joe Biden,AGAINST
Not often that the explanation is even worse than the original slight. Congrats Colonel Biden. #DemocraticDebate,Joe Biden,FAVOR
#Biden is a pervert. Was he drunk when he forgot he was on stage? WTHell???,Joe Biden,AGAINST
In other words vote for Biden if you want to see America get screwed by the rest of the world..#CreepyJoe,Joe Biden,AGAINST
"TBH, I dont think #Biden was making fun of anyone. I dont even think he was imitating someone (terrible judgement). I think he was stuttering himself and trying to cover for it OR on the advice of handlers setting up a plausible explanation for continued slurring of his words.",Joe Biden,FAVOR
Yall are going to make Joe Biden the new Hillary Clinton and we are going to suffer for it #DemDebate #DemocraticDebate,Joe Biden,FAVOR
For all us Working Class People and all my black friends...@JoeBiden is a liar. What we want is an honest election. Jim Scare Crow tactics are so pre-information age...Biden thinks were all just too stupid. Backfiring Joe and DNC. Time to join the modern info age!,Joe Biden,AGAINST
"#PervyUncleJoe #Biden announces presidential bid: Skimpy short shorts for men are the new trend, and Jeff Goldblum is loving it #FoxNews",Joe Biden,AGAINST
The Next Revolution With Steve Hilton 4/28/19 | Fox News Today April 28... via @YouTube #JoeBiden,Joe Biden,AGAINST
"If the #DNC rigged this thing, bad on them; If the electorate of the Democratic Party actually want Joe Biden, bad on them. If either expect me to vote for Joe Biden, they are fooling themselves.",Joe Biden,FAVOR
"Do you remember the ACA fight? Obama got as much as he could at the time. Now that the ACA is popular, it can be improved on as a transition toward M4A. I'm not at all interested in on the job training, Biden/Harris 2020. Harris/Anybody 2024.",Joe Biden,FAVOR
"Biden For President Shirt This is sure to be a hit, whether youre buying it as a gift for somebody special or wearing it yourself. Buy here: #Biden #President #gifts #allbluetees #beautiful #perfect #favorite #sweater #sweatshirt",Joe Biden,FAVOR
