Tweet,Target,Stance
Your plea to find Bertie is very touching. I hope you are reunited with Bernie soon #Dogs #DogsMissing #Bernie,Bernie Sanders,NONE
"#Bernie... in the debate said #StandUp! We must stand up! Did you notice that standing up is BOT A PLAN?! Hey Bernie, standing up is not a plan!! You idiot! #BernieRetire",Bernie Sanders,AGAINST
Just take 10 minutes out of your day and see what passion truly looks like. @BernieSanders You're an inspiration,Bernie Sanders,FAVOR
"From the outside looking in I've been trying to understand if #Bernie is a crazy socialist or a ""normal"" left leaning social democrat like we have here in #Sweden. He's for sure a crazy socialist.",Bernie Sanders,NONE
Fact that she is oblivious to the point is amazing-#GOP blankets entire democratic party with her and #Bernie's position-the object in 2020 is to win-is inconceivable to me that our socialist #bernie &amp; #Warren simply dont care=2 late for either to materially change policies,Bernie Sanders,AGAINST
"For Bernie only. (I was a Dem for 27 years, #DemExit'ed in '16, returned this year for 2020. I won't be back if he doesn't get the nom.)",Bernie Sanders,FAVOR
"Yeah you are, that's why big pharma got bigger. I wouldnt hang my hat on that bernie. You're more like a wet dream gone bad. #Bernie",Bernie Sanders,AGAINST
Magically! Just take over our private industry that's the best in the world and turn into a brutal dictator Socialist State. Great idea! Get lost Bernie!,Bernie Sanders,AGAINST
I am with #Bernie who has always been with you. He didn't have to evolve to think you deserved the same rights as a gay man or a person of Japanese descent. I might even get a fair shake as Native. Obama failed me there at #StandingRock for a pipeline that is already leaking.,Bernie Sanders,FAVOR
How many weeks after this campaign does Pete cash in and get his first million? 1? 3? #MeToo #Medicare4All #BernieSanders #Warren #ClimateCrisis #DemocraticDebate #DemDebates,Bernie Sanders,NONE
"2020 Presidential Election News Update : New York state cancels its primary, angering Sanders camp #Election2020 #News #SuperTuesday",Bernie Sanders,NONE
It is an honor to watch our next First Lady! She listens... She reaches out.... She gives people a voice..... She gives people her time... She gives people hope.... Bernie and Jane - the team to heal America! #Tuesday #BernieSanders,Bernie Sanders,FAVOR
Strange comments #Sanders after #Hillary threw you under the #Democratic bus to #NoWhere &amp; none of your buddies on the losing blue puddle ever tried to help you.,Bernie Sanders,AGAINST
If you have a problem with #Cenk2020 being endorsed by #Bernie because he ranked women... GTFO Facebook because thats how it was created #BlueTsunami2020,Bernie Sanders,FAVOR
"#Bernie SHOULD remain silent about this. Those who are calling for him to defend #Tulsi from this stupid attack forget that if Bernie is seen by the party to not be acting as a true Democrat, Perez can simply disqualify him according to their new bylaws.",Bernie Sanders,FAVOR
"It is so funny that just because @SenSanders was talking about stuff that is just a little bit left of #Obama we thought he was a savior, I fell for it in 2016 but this time I was skeptical, #Bernie will go down in history as WORSE than @RalphNader, sold his soul FOR NOTHING",Bernie Sanders,AGAINST
"@nytimes @washingtonpost I very much agree. #BernieSanders is the American #JeremyCorbyn: he will lead @TheDemocrats to disaster in November, &amp; the world can't afford that.",Bernie Sanders,AGAINST
Not only Netanyahu who treated the Palestinian people 'extremely unfairly'. #Obama FAILED them too! Is this simply any-passing-bandwagon grandstanding from #Sanders or an overdue change in #Democrat policy towards Palestine AND Israel? Time will tell!,Bernie Sanders,AGAINST
She's not going to win any states. She's not a reliable person. Bernie is leading everywhere. I'm with #BernieSanders all the way. It's not his fault Russia is interfering. It's the GOPs fault. Looking forward to Bernie doing great in Nevada tomorrow.,Bernie Sanders,FAVOR
Bernie Sanders And Elizabeth Warren Teamed Up Instead Of Taking CNNs Bait #DemocraticDebate #DemDebate #DemocraticDebate2020,Bernie Sanders,NONE
"#Election2020 What stuns me is I know &amp; care about people who have worked for themselves their whole careers who in 2016 admired Sen. Bernie Sanders. This is socialism. His rhetoric may be charming, but so was Castro's, to so many. Please don't be stupid, America.",Bernie Sanders,FAVOR
"Didn't #Bernie's campaign advisor, TAD DEVINE, do the exact same thing with Bernie's leftover campaign funds?",Bernie Sanders,AGAINST
The Bernie Sanders who was so lazy even the hippies wanted him gone?,Bernie Sanders,AGAINST
"UNPOPULAR OPINION: its over, its time for Bernie to drop out and end this democratic primary. Im sorry but he doesnt have a path to victory anymore. At this point its just drawing out the inevitable and making each defeat more painful. #DemocraticPrimary #DropOutBernie",Bernie Sanders,AGAINST
You were the best president so far in my life time. But the world is different then when you were in office. We need you to fight for our kids now. I beg you to support #BernieSanders we need to combat climate change.,Bernie Sanders,FAVOR
"You're finished too. Irrelevant, never going to be president. You should blame your own party. It's the #Democrat Circus that is stopping ANY OF YOU from being heard. They have rendered you as the party of the ridiculous and NO ONE wants that. You're toast take Bernie with you",Bernie Sanders,AGAINST
There was an obvious concerted effort to unseat @BernieSanders from his first-place polling position on tonight's #DemocraticDebate #CNNisTrash #WarrenLies,Bernie Sanders,FAVOR
#BernieSanders you need to tell your overzealous text bots to chill. The obnoxious oversell is not a good look. Neither is acting childishly hostile when I ask where they got my phone number.,Bernie Sanders,AGAINST
#berniesanders has a shoebox in his garage filled with discarded lengths of string,Bernie Sanders,FAVOR
"Its probably best to vote for the candidate who will save millions of lives, prevent millions of medical bankruptcies, and give our children a chance at a future. #BernieSanders",Bernie Sanders,FAVOR
And he is against reparations for those same ppl who were mistreated. #BernieSanders,Bernie Sanders,AGAINST
"The Bernie Sanders primary campaign will continue through June 6, 2020. Mark it down. Thats the date of the Puerto Rico Democratic caucus and the final event of the primary season. #Bernie",Bernie Sanders,FAVOR
"For the last week every time I've googled #SuperTuesday the percentage of vote count has remained he same for California, Colorado and Utah. All states @BernieSanders did very well in. Did they stop counting? Did @Google stop taking in new information or is this minipulation?",Bernie Sanders,NONE
researched & found this in 2016 - do we have to go through it again? Focus against @GOP leaves #Bernie in the dust,Bernie Sanders,FAVOR
Was Bernie hoping to EXPAND his base? I dont see it happening with his approach. #CNN #DemocraticDebate #DemDebate,Bernie Sanders,AGAINST
"You think you're in pain? Here's me in 94, 2nd degree at UIUC age 36, speaking to the press after @HillaryClinton s commencement speech about the health care plan she herself created. Yeah, I might just have some bad feelings about @berniesanders and his junkies.",Bernie Sanders,AGAINST
"Meanwhile, over in the #BernieSanders AOC Jill Stein wing of the Not-the-Democratic-Party... Top of the agenda: purge of the #DemocratIcParty #Democrats2020 #Dems",Bernie Sanders,FAVOR
".@hollyotterbein If only @DrDooleyMD &amp; the rest of the #Sanders crowd had cared this much about actually getting people out to vote in MI, MO, MS or WA as they seem to care about technical issues related to a town hall .",Bernie Sanders,AGAINST
#Bernie Sanders and #AOC is running the DEMS and REPUBS ragged. I am lovin it! Good for them! Good for us!!,Bernie Sanders,FAVOR
"That's corporate politics, that y I'm usually a registered independent except for recently when I switched to Dem so I can vote for #Sanders in the primary. After that I'lll go back to Independent or I might join a new socialist party that just went on the ballot in my state",Bernie Sanders,FAVOR
Eric July spreading truth about spineless buffoon #berniesanders and his second run of his con on younger people,Bernie Sanders,FAVOR
"Apologies for the repetition, but this smile seems to have been chiseled in my mind! And like I said before, I'm sure I wasn't the only one affected.... If listen carefully, pay enough attention, we can actually hear the sound of fireworks #Bernie #Berena #BlastedByBernie",Bernie Sanders,FAVOR
Please don't give Bernie hope. He has good ideas but will soon be reachining senility like slump. Let him write his ideas down n pass them to a younger person. He had years to run for president when his stamina was better. We can't go back,Bernie Sanders,AGAINST
"Shame on @DNC for changing rules. Yes it's abt beating 45 who won by lying to voters abt swamp draining. Candidate who overcomes GOP cheating to overwhelmingly beat 45 is one who will drain the swamp/fix a corrupt system. Only 2 choices on that front, #Warren or #Sanders.",Bernie Sanders,FAVOR
#DemocraticDebate #Bernie got tripped up on this answers about Reparations by not actually answering the question. #DemocraticDebate,Bernie Sanders,NONE
Can ANY Bern bro or broett show me what #BernieSanders @BernieSanders has ACTUALLY DONE? Hes been in the Senate for 30years and what?? What are Bernie Sanders accomplishments?,Bernie Sanders,AGAINST
"The suede chukka boot remains a modern classic with its streamlined silhouette. Discover #Sanders shoes online and in store, from 190. Photo: @ojhooson | Shop now &gt;&gt; #HardyAmies #SavileRow",Bernie Sanders,FAVOR
"How badly is #Sanders blowing it? If #Putin were giving him instructions aimed at trying to neuter the #DemocraticParty and hand full control to the #Republicans, Putin would be having Sanders do pretty much exactly what hes doing right now.",Bernie Sanders,AGAINST
-2020 Democratic Primary- Bernie Sanders is strongly considering dropping out of the 2020 Presidential race. #BernieSanders #Democrats,Bernie Sanders,NONE
"Um, the sad Rightists won't be able to spew their 'anti-semitic' drivel on #BernieSanders2020.",Bernie Sanders,FAVOR
"Just got out of a meeting with Colonel Sanders, he says #Bernie Sanders",Bernie Sanders,FAVOR
How is it hypocrisy to be for a social safety net but also be successful? The things Bernie advocates for are policies which would help people reach that next stepping stone to becoming successful as well.,Bernie Sanders,FAVOR
Hell no bernie i dont want socialism and communism my gosh what is wrong with you.,Bernie Sanders,AGAINST
"Face it: #BernieSanders is the Front Runner. The #Vermont #Socialist has won two contests in a row, has money to burn and a national organization. But does he have a ceiling? Next on @HalliShowQuotes #people",Bernie Sanders,NONE
"The #Bernie community is fact based. When MSM was blacking him out, we called it out. We also called out some gigantic holes in his policy platform. But Kudos to Yang. He knows there will never be another neoliberal POTUS. Yang may push @BernieSanders to 50%+ in the end",Bernie Sanders,NONE
"Even though the primaries weren't legitimate, #Bernie still endorsed and campaigned for hc. hillary and the #DNC wouldn't take no for an answer. This was a coronation PERIOD. Or a theft, your choice. pah-tay-toe pah-tah-toe.",Bernie Sanders,NONE
"I'm keeping this video for all the #MSM trolls I know about to say us #BernieSanders supporters won't be fooled by their false narratives. This is 2020, not 2016 @TomPerez! #OnlyBernie",Bernie Sanders,FAVOR
It seems to me that the other Democratic Candidates are so afraid of Sander's supporters that they won't challenge Bernie directly during any of the debates. Especially Elizabeth Warren @ewarren I hope that's not true. #DemocraticDebate,Bernie Sanders,AGAINST
Talk about laying down playing dead!! @SenSanders is Jewish by birth!!?? #Dems Really in trouble!!,Bernie Sanders,FAVOR
"A fool of a Senator and his Seat are soon parted! Let's keep this thing moving, bring on 2020! @Ocasio2018 @SenSanders #Democrat #Socialist",Bernie Sanders,FAVOR
"Watching @MSNBC right now I feel like we should be calling @SenSanders, #ShutoutSanders. This is exactly what happens when you denigrate and demonize the Party who's nomination you are seeking. He should've learned that lesson in 2016. #NeverBernie. Never.",Bernie Sanders,AGAINST
"Theres no justification for #HillaryClinton to back off for #Bernie after being the one to bring down #Nixon, being 1st lady, senator, Secretary of State, the one who fought for universal health in 1994. Johnny come lately can wait.",Bernie Sanders,AGAINST
"#Voted for the guy who has tirelessly worked for the people these last 4 years. Even when the cameras were off. Thank you #BernieSanders for working so hard, showing up, and fighting legislation on behalf of the",Bernie Sanders,FAVOR
"Beware NKOTB - your I reject that language sets up Dems for another #bernie #hillary split. Progressive or moderate, we must all #UniteBlue &amp; that means working together. If you think state-run healthcare will work w/o private option, visit a doc in France. #TheyDontCare @AOC",Bernie Sanders,AGAINST
"""X should not be a privilege, it should be a right."" X = any product or service provided by voluntary time and labor. #Bernie wants to remove that pesky ""voluntary"" part. Classic #Democrat.",Bernie Sanders,AGAINST
"Larrys LIVE with a special Sharpe Way Show TOMORROW, April 15th, at 7pm ET. This is a special message to Bernie Sanders supporters, and advice on talking with them. You can join the livestream on this account. #sharpeway #larrysharpe #libertarian #liberty #Berners #Bernie",Bernie Sanders,NONE
An error in my programming made me fail to realise that this will hurt me and help @BernieSanders!,Bernie Sanders,NONE
HoLeeCow look at that data... 15 polls conducted in the last 3 weeks. 30k+ polled. Average margin of victory almost 3x the average margin of error. Just remember... #VoteBlueNoMatterWho #PresumptiveNominee #BernieSanders,Bernie Sanders,FAVOR
The sun was in my eyes The grass was too high The whine and cheese are getting moldy. Enough Bernie is getting smoked He needs to bow out gracefully Not the pathetic way he finally left in 2016 after Hillary spanked him by 4 mil,Bernie Sanders,FAVOR
"Why don't you condemn antifa,,I know the answer, it's because your the leader of the gay terrorist groups known as ANTIFAAAA., Bernie won't condemn antifa because Bernie is antifa",Bernie Sanders,AGAINST
Corning home tonight.. #Bernie asking whats in the van mum? Had to say hello n goodbye.. as it was the dogs!,Bernie Sanders,AGAINST
Also.. Hilary had her policies too. So dont talk about it like Bernie is the only (wo)man with a plan.,Bernie Sanders,FAVOR
"#BernieSanders fans, Bernie is doing very well and is the frontrunner right now. I get why you're excited. But please quit saying the DNC is going to ""steal the nomination again."" They didn't steal if for HRC. She had 3.5 million more votes than him.",Bernie Sanders,FAVOR
The irony of lets get this bread and #Bernie together. Youre Going to get your bread alright.......in a bread line. Lololol,Bernie Sanders,AGAINST
Could #BernieSanders even help elect a #Democratic Senate or House? Even more than winning @WhiteHouse @TheDemocrats must #FlipTheSenate #HoldTheHouse,Bernie Sanders,NONE
"Not a big fan Bernie, but I would agree that sins need to be addressed in those industries.",Bernie Sanders,NONE
Bernie Sanders is a conscientious objector He filed for that status when he was looking at being drafted for the military. How could he become our commander and chief of the US military ? He made himself unqualified.,Bernie Sanders,AGAINST
#Sanders Tells Maddow He's 'Actually Disgusted' With His Supporters Over Attacks on Warren Leah Barkoukis,Bernie Sanders,AGAINST
#Bernie voters ...who is your runner up right now ?,Bernie Sanders,NONE
I just cant decide if Id rather have #Hillary or #Bernie as the 2020 @TheDemocrats candidate. Cant they kiss &amp; make up and be a team.,Bernie Sanders,FAVOR
"One of the things I do love about Bernie is his uncompromising fervor when it comes to battling the establishment, especially on climate change. I don't know how successful that strategy may be but I do love it. #DemDebate #DemocraticDebate",Bernie Sanders,FAVOR
"Makes sense why @CNN is going after Bernie and Warren, most of the ads during break were from drug companies #DemocraticDebate",Bernie Sanders,AGAINST
JUST VOTED!!!! For #BernieSanders Hell if Charles Manson were alive and on the ballot I would pull the lever for him over you good luck lady.,Bernie Sanders,FAVOR
So many of the candidates are repeating what #Bernie has been saying for years. Why hire the student when you can have the master?,Bernie Sanders,FAVOR
"#Bernie dumped his movement to bend and kneel before power. Bernie sold out and used a genuine-heartfelt movement to sheepdog its members for the #DNC since, at least, 2015-2016. Like the rest of us, wake the Fv@k'up and move on.",Bernie Sanders,AGAINST
Go #Bloomberg Go !!! Hashtag the Hare &amp; the tortoise' #GoBloombergGo Jump to the head of the class Money talks BS walks #BernieSanders stopped in his tracks,Bernie Sanders,AGAINST
Best ignore her #Bernie. She understands neither what you said nor the situation with Gaza/Israel.,Bernie Sanders,FAVOR
"Bernie Sanders been saying nice things about Socialist and Communist countries since the 80s. Bernie only pretending to be ""socialist-lite"" now, he still loves Full Socialism. #BernieSanders",Bernie Sanders,AGAINST
"America does not want #BillionaireBloomberg The establishment DNC is rallying behind any centrist over #BernieSanders to stop true progressive movements. $2 billion could house the US homeless population @MikeBloomberg, if you want to be a good person",Bernie Sanders,FAVOR
"The horror in Venezuela is what @BernieSanders, @AOC &amp; many #Dems want for America. Why would anyone who loves America want to drive it into the ground? What they're doing makes no sense!",Bernie Sanders,AGAINST
Multi-millionaire Bernie or Obama who lecture us on money has used their millions to build after school centers or homeless shelters.,Bernie Sanders,AGAINST
"Yeah I have been affected personally, but not paying millions of dollars. I want all Americans to have the best quality healthcare for affordable prices. I just disagree with Bernie's solution. Is there no room for a difference of opinion on something as complex as healthcare?",Bernie Sanders,NONE
"That's the problem. They need to ban any journalist, any show that talks about #TaraReadeisafraud , or interviews her. And if @chrislhayes doesn't know we know that he's trying to push #BernieSanders through, he's crazy!",Bernie Sanders,NONE
What impact could @BernieSanders' huge social media following have on his chances in #Election2020? Chatting politics/media @Mojojohanna at 6pm PT/2am GMT @bbc5live @Rhod_Sharp Plus: @Oscars2019 it's a weird year - and @USCAnnenberg report on #Africa in the Media.,Bernie Sanders,NONE
"Why are people being so mean to my wannabe Grandpa, it's not cool guys. #bernie #BernieSanders #americasgrandpa #bemine",Bernie Sanders,FAVOR
"A few months ago, I talked to a 52yr old NV man, eligible to vote for the first time in his life. He was full of questions & amazed #BernieSanders was right there on his issues. Wouldnt commit then, wanted to do his research. Took it seriously. It was an honor to talk with him.",Bernie Sanders,FAVOR
"The United States is a REPUBLIC, not a democracy. #CrazyBernie #LiberalismIsAMentalDisease #LiberalismIsAMentalDisorder",Bernie Sanders,AGAINST
"@Richzeoli says ""#BernieSanders is the head of the Democrat Party and he's the most dangerous one out there."" Why Rich, because he said people don't have adequate healthcare or are living from paycheck to paycheck and R desperate? That's dangerous?",Bernie Sanders,NONE
"In these complicated times, we need someone who has ability to change the world for better. @BernieSanders is the right man. #BernieSandersForPresident",Bernie Sanders,FAVOR
"Michael Bloombergs campaign office in Knoxville, Tennessee was vandalized Thursday evening with Fuck Bloomberg spraypainted on its door. Bloomberg campaign manager Kevin Sheekey issued a statement Friday saying the #berniesanders #michaelbloomberg",Bernie Sanders,FAVOR
"well spread the good news and talk to your friend to donate to her campaign, since this is people campaign and not corporate cmpaign since she doesn't accept their money! She one of the better candidates besides #Bernie or #Yang!",Bernie Sanders,FAVOR
Exclusive: #Warren accused #Sanders in tense post-debate exchange of calling her a 'liar' on national TV - CNN,Bernie Sanders,NONE
"I hope a competition between @BernieSanders and @BetoORourke There will be more respect between supporters. And we need a peaceful primary, as Bernie asked. Everybody has the right to compete!",Bernie Sanders,FAVOR
I certainly hope the Bernie Bros #VoteBlueToEndThisNightmare if #BernieSanders is the nominee! They have parents and children and families they love and don't want to suffer under #Fascism ! RIGHT? #VoteBlueNoMatterWho 2020!,Bernie Sanders,FAVOR
"Greg - few people were harsher Sanders critics in 2016 than I was. Laser-focused on his personal flaws, I missed the big picture, as I believe you are. #Bernie is a transformational figure in US politics because of the movement he has sparked, powered by a younger generation.",Bernie Sanders,FAVOR
"After stealing, stalling, obstructing, protecting Hillary (probably through death threats)and doing nothing as a congressman @berniesanders is too tired to explain that he is in complete agreement with such lunatics.",Bernie Sanders,AGAINST
"Start with college. Bernie's free college sounds great but is not reality based. Most Americans are not willing to pay for billionaires to go to college. Therefore, affordable college based on income got my vote.",Bernie Sanders,FAVOR
@billmaher needs corporate dems so bad that hes smearing #Bernie - every season of @RealTimers i hear from makes me sicker and sicker.,Bernie Sanders,FAVOR
Tell that to the #BernieSanders supporters to vow to destroy every Democrat not in their side.,Bernie Sanders,FAVOR
"I live in PA and dont want to vote for either of them. This whole thing will ultimately work itself out. Im Harris, Warren or even Castro. Bernie only if he ends up being the partys candidate, otherwise I have zero interest in him.",Bernie Sanders,NONE
"#RunBernieRun Why, oh why, oh why is all about the policies that public officials make in politics. Want income equity? Policy. Want Med4All? Policy? Who decides who wins? Politics. Want working ppl to win? Support @BernieSanders",Bernie Sanders,FAVOR
"i noticed that too... the knives are already out and i'm starting to wonder about my prior support for @jacobinmag used to support a lot of left media, but watching what they did to #bernie cured me of that ... like @maddow",Bernie Sanders,AGAINST
Each American family must pay nearly $50 a year in subsidies to billionaire corporate sugar companies - corporate welfare. I say take our public tax money back and put it toward public health care and quality public education for all instead or for a few! #Vote #BernieSanders,Bernie Sanders,FAVOR
"This tweet is good. Not just for @BernieSanders supporters but I am sure many @ewarren supporters feel this way also. I processed &amp; agree that it is time. We are more than our candidates, #BernieSanders and #ElizabethWarren. We are a movement in this country.We must remember that",Bernie Sanders,FAVOR
should have waited a bit so #Bernie could have done it for me... but were officially completely debt free. sooo. party on!,Bernie Sanders,FAVOR
"As part of a new focus on the 2020 elections, we analysed every candidate's schedule to see where they've been. We're releasing our findings in order of candidates in the latest @MonmouthPoll. First up: Bernie! Next: Warren! What we found: #bernie",Bernie Sanders,NONE
"Dear Nevada, I wanted more Kate McKinnon, but no you had to have more Larry David. @nbcsnl #snl #BernieSanders #ElizabethWarren #KateMcKinnon #LarryDavid",Bernie Sanders,NONE
Can we ignore Bernie? Seriously. He ruined one election. He shouldnt be allowed to run as a D since he isnt a D,Bernie Sanders,AGAINST
"Thats why Sanders had the 30% plan for the primary. He and his devout supporters cannot expand the base. Heck, it even shrunk from 2016.",Bernie Sanders,AGAINST
President of the Communist Party USA is as far as #BernieSanders will travel,Bernie Sanders,AGAINST
"True. Just like he had to label himself a socialist. It's almost like #Bernie is trying to lose the genersl election. ""#Sanders declined to portray Maduro as an authoritarian leader (despite ample evidence to the contrary)""",Bernie Sanders,AGAINST
"Democratic candidates keep offering free stuff in exchange for votes: education, debt erasure, straight up cash. I wonder how they would react if a Republican candidate promised a free AR-15 to everyone if elected. #DemDebates #BernieSanders #GunControl #AR15",Bernie Sanders,AGAINST
78-Year-Old Bernie Sanders Flip-Flops On Promise To Release Medical Records #Uncategorized #BernieSanders via @DailyCaller,Bernie Sanders,AGAINST
Jane we won 40 seats. Maybe it is time to realize We aren't that into #Bernie or Bernie endorsed candidates. Quit the divisive bs-2016 is over.,Bernie Sanders,AGAINST
Debates have always boosted Bernie. I wonder what having no audience will mean. The audience of elites paying thousands to be there who booed Bernie last time seemed to have somewhat of an impact? #DemDebate #DemDebate2020,Bernie Sanders,FAVOR
"#DemDebate great Bernie stop fracking in the US what about everywhere else, the Paris Accords matter.",Bernie Sanders,AGAINST
All the Sharia Law Lovers will be there! Allah Akbar to #BernieSanders &amp; #ILAN,Bernie Sanders,AGAINST
"Not good enough for my vote! I want a PROGRESSIVE VP and #Medicare4All as well as a #GreenNewDeal oh, and #LegalizeIt or you can most definitely fuck off! #BernieWon",Bernie Sanders,FAVOR
Lol cool! You found an old white rich man who hates Bernie! Must have been difficult,Bernie Sanders,AGAINST
#Bernie pulling the entire Democratic party left in support of #AllAmericans. If not for him every candidate up there would be running on a centrist platform that helps no one but the rich.,Bernie Sanders,FAVOR
"#BernieSanders has been in Congress for approx. 30 years. As an American Independent Socialist perpetrating a Democratic Potus Candidate #MedicareForAll,#FreeCollege #StudentLoanForgiveness #PimpingPitching to U.S. voters could had come to fruition if he had done his job.",Bernie Sanders,AGAINST
"@ewarren and @BernieSanders don't mind getting the money... they just don't want to get it directly, that's what it sounds like. And why is Bernie a Democrat in election years but an independent otherwise? That's confusing.",Bernie Sanders,FAVOR
"Video: Rigged - ""Moderates Im talking to say they hope Warren stays in the race in order to keep Bernie from ascending too much"" #Sanders #Buttigieg #Hampshire",Bernie Sanders,AGAINST
"Bernie Sanders Misleading Narrative on Communist Cuba | John R. Lott, Jr. #Sanders",Bernie Sanders,AGAINST
No true #Bernie supporter would touch a swastika. Bernie is Jewish and lost family members in WWII Poland. All true Bernie supporters want the same thing as you economic power back to the worker. You should read #OurRevolution.,Bernie Sanders,NONE
They're so chill out and sit down. We are not like ask and boom receive. This isn't like asking Alexa. Stop your political panic shit Bernie,Bernie Sanders,AGAINST
"Super Leftist Liberal Problem, as defined by @shoe0nhead quoting #Vogue: ""Gabbard finds it offensive that Dems assumed she'd support #Clinton over #Bernie in the 2016 primary, ""believing that I have no ability to see beyond my own #gender and consider the #issues""""",Bernie Sanders,AGAINST
"Oh, see we had the ONLY one w/ a tangible plan forward for working class Americans in #BernieSanders So, now we get to watch TWO immature Republicans punch each other in the dick for 7 months to see which racist corporatist sellout gets to extort us.",Bernie Sanders,FAVOR
RT #JebBush: I spoke with #BernieSanders last night about the issues and fears that we need to move on. You can join the conversation by,Bernie Sanders,FAVOR
#Sanders you must hold a news conference and explain why you have so many violent people working for you. Your employees now have been caught on video over and over and over again threatening violence against the American people. What are you going to do about that?,Bernie Sanders,AGAINST
"People should not be in jail because theyre poor...if Harvey Weinstein could pay for his bail, so should someone for a traffic violation... - @BernieSanders at @BookExpoAmerica #BookExpo18 at Jacob K. Javits Convention Center",Bernie Sanders,FAVOR
"I'm tired of calling bullshit. Did I enter an alternative reality in 2016? Seems like a valid question these days. Some day we will all be food for worms, but precedents & history will remain behind. #POTUS45 #SarahSanders",Bernie Sanders,NONE
#centeriscollapsing Go left for the win. Will Obama endorse #Bernie when he wins the nomination?,Bernie Sanders,FAVOR
"Top Bernie Sanders aide clashes with Democratic strategist: How dare you, as a white woman lecture me about MLK Jr. #2020Elections",Bernie Sanders,FAVOR
Today seems like a great day to remind you that @BernieSanders website says the American Dream is more likely to be found in #Venezuela. Such a disgrace to our country...,Bernie Sanders,AGAINST
We (dems/repubs) are so jaded into thinking you need a 'good' job to have healthcare. It is truly a human right. No judgement or decisiveness can be employed on Americans anymore. We must wake up!! Twenty one million reasons why we need #BernieSanders ...,Bernie Sanders,FAVOR
"The national $15/hr minimum wage initiative that @AOC, @BernieSanders, and others are advocating for should probably be called #WageAgainstTheMachine",Bernie Sanders,NONE
"If #BernieSanders believes in a politics of compassion, he first owes it to supporters who brave illness, loss &amp; debt to stand by him. Bernie owes his base the best strategy to defeat an opponent now backed by the party, despite a terrible record &amp; visible cognitive decline.",Bernie Sanders,FAVOR
#BernieSanders favorite movie The Best Man. Henry Fonda won't throw dirt at his opponent and decides he doesn't really want to be President. Homosexuality was the weapon Henry wasn't using. #Bernie was just using good manners. Jeez. Always knew he was too nice. Too nice to win.,Bernie Sanders,FAVOR
The Democratic Party is a party of the ruling class and the illusions promoted by #Sanders that it can be reformed have led into a dead-end for his supporters. If you want to fight for actual socialism check out the campaign of @jkishore #socialism2020,Bernie Sanders,FAVOR
"Hey #Sanders was the TOP EARNER of votes, so #Socialism Says he MUST give a larger % of his votes to those ""LESS FORTUNATE candidates""",Bernie Sanders,FAVOR
"If you want to know if your food contains gluten, aspartame, high fructose corn syrup, trans-fats or MSG, you simply read the ingredients listed on the label. #bernie",Bernie Sanders,NONE
"I talked to several UNC students at the #BernieSanders rally, and issues I heard repeatedly from them were gun control and climate change. They weren't necessarily Bernie supporters but came to hear him out. #Election2020",Bernie Sanders,NONE
"Imagine #Bernie without the yelling. He shouts, jabs, says ""end of discussion!"" and shocks people into backing off. (""Excuse me for living!"") Without the shouting, he'd get a lot more pushback. Genius? or menace? We say people don't much like shouters. And they do keep thinking.",Bernie Sanders,AGAINST
"If that was true, then @BernieSanders should have called himself a Democratic Populist. #BernieSanders is trying to sell Sanders' Sushi as Cuban Fish and then getting ANGRY at anyone who is skeptical at best. #NoThanks #NoBernie",Bernie Sanders,AGAINST
And I remember when #BobCasey endorsed Obama although @HillaryClinton was winning by 12. You'll recall Hillary was the @BernieSanders of 2008. Check header photo at this account for a @NYTimes link recounting the scenario.,Bernie Sanders,NONE
I can now proudly say I've only ever donated to the presidential campaigns of Bernie Sanders and Barack Obama. Let's hope my pick of a winner wasn't just a fluke last time.,Bernie Sanders,FAVOR
What has #BernieSanders accomplished in his Senate career? Virtually nothing other than renaming post offices in Vermont. And he should be POTUS and push through an unfunded socialist agenda through a GOP Senate? He hasn't even tried. He is all ideology and no substance.,Bernie Sanders,AGAINST
"I said the war ECONOMY. Google military-industrial complex, or even the entire Iraq War The crash was caused by Clinton DEREGULATING the stock market, which in direct contrast to your entire freer markets = good spiel And Sanders NEVER advocated for complete takeovers once.",Bernie Sanders,FAVOR
"Bernie Sanders and other progressives need to recognize who's your enemy, and who's your friend, and who's your potential friend. Otherwise, you could make the wrong judgement. #BernieSanders #progressives",Bernie Sanders,AGAINST
"Well, then #BernieSanders take you Millions of personal Dollars your hiding from you Millennials. How about your Wifes Millions of dollars. and give it to your #Millennials",Bernie Sanders,AGAINST
Please REMEMBER these turncoat ass-clowns next time they want something...like your vote. #SandersLeeYemen #DemocraticParty,Bernie Sanders,FAVOR
"Wait, support him because he's already bending policy. People are talking about job automation. People are talking about UBI. By having #AndrewYang enter the National Conversation his topics have now become part of the National Conversation. Not all is lost. Did #Bernie give up?",Bernie Sanders,NONE
Hennepin county and my beloved state of Minnesota doesnt want anything #BernieSanders is selling. We the people have spoken.,Bernie Sanders,AGAINST
"Governments around the globe intensified efforts to halt the spread of the #coronavirus, #Sanders Will Go All In on The Great Lakes State, &amp; A Volatile Week on #WallStreet... KEEP READING",Bernie Sanders,NONE
"I know that #BernieSanders supporters are angry more of us arent siding with their candidate. Speaking for myself, there are many reasons I dont like Bernie but the main reason is, he cant deliver on his promises. Im sorry, but thats the truth. #SouthCarolinaPrimary",Bernie Sanders,AGAINST
